GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
310M100US12220,12220,"Auburn-Opelika, AL Metro Area",55350,723,43189,1551,73.3,0.7,49216,1926,22.4,0.6,29404,2181,0.3,0.1,25096,22904,2.6,0.2,35278,7719,0.0,0.1,-,**,0.5,0.2,39196,14746,0.9,0.2,31208,7481,2.1,0.4,35313,10714,71.8,0.7,49530,1973,17.7,0.9,16354,1409,35.4,0.8,50089,3072,32.0,0.8,58265,2227,14.9,0.5,38231,2521,32934,738,61583,2857,45.2,1.7,63340,3096,54.8,1.7,60063,2915,74.8,1.7,72869,2367,19.9,1.4,25376,2071,5.4,1.0,42443,3707,22416,803,22444,1089,50.8,1.9,19843,2482,38.6,2.0,17642,2679,12.2,1.4,24167,4230,49.2,1.9,24753,1618,35.2,2.2,22877,2199,14.0,1.4,29727,3747,23.3,(X),(X),(X),24.8,(X),(X),(X),20.6,(X),(X),(X)
310M100US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",205280,1562,45762,909,62.6,0.4,54292,731,33.3,0.4,33341,1303,0.3,0.1,34699,10064,1.5,0.1,60000,4141,0.0,0.1,77019,108350,1.2,0.2,21743,3815,1.1,0.2,39518,9228,3.2,0.2,34928,6619,60.9,0.4,54507,756,4.3,0.3,22918,2494,33.9,0.5,47139,1504,40.8,0.5,55753,1508,21.1,0.4,35401,1311,140935,1744,56975,1066,43.9,0.8,51790,1879,56.1,0.8,60661,1480,67.9,0.8,71664,1036,25.2,0.7,26529,1283,6.9,0.5,38244,4237,64345,1350,26918,978,53.4,1.3,23759,954,48.2,1.3,22589,1120,5.2,0.6,42806,5273,46.6,1.3,31693,1589,38.9,1.2,29079,2048,7.7,0.8,46451,3803,34.2,(X),(X),(X),35.4,(X),(X),(X),30.0,(X),(X),(X)
310M100US12420,12420,"Austin-Round Rock-San Marcos, TX Metro Area",648412,2443,59646,635,79.1,0.3,63778,671,7.3,0.2,41104,1204,0.5,0.1,46625,7474,4.5,0.1,73199,2709,0.1,0.1,46344,22864,6.7,0.3,38336,1225,1.8,0.1,52894,5226,23.8,0.3,43459,981,62.8,0.3,69679,919,7.5,0.2,22048,821,44.3,0.3,62085,833,35.0,0.2,72828,1159,13.2,0.2,49166,1151,407043,3076,74172,882,51.3,0.4,69659,1370,48.7,0.4,77923,1309,75.0,0.5,89116,1051,17.7,0.4,35053,1178,7.3,0.3,43705,1571,241369,3170,39990,613,50.4,0.6,35246,726,39.0,0.7,31842,547,11.4,0.4,52063,2586,49.6,0.6,44898,944,35.1,0.7,40619,958,14.5,0.6,60273,2250,25.0,(X),(X),(X),25.5,(X),(X),(X),23.0,(X),(X),(X)
310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",253178,1469,47727,855,75.5,0.6,49549,979,5.4,0.3,32428,5250,1.3,0.1,36961,3888,3.6,0.1,65148,6037,0.1,0.1,50086,18819,11.5,0.4,40734,2055,2.5,0.2,46278,4205,38.2,0.4,38675,900,50.5,0.4,57070,1136,5.0,0.3,30637,1466,38.4,0.4,49332,1297,38.7,0.4,56042,1449,17.8,0.3,35695,873,189788,1453,51767,850,54.3,0.7,44685,1137,45.7,0.7,59843,1335,68.4,0.7,65249,1302,21.4,0.6,24936,1042,10.2,0.6,37509,3325,63390,1392,30145,1129,51.4,1.2,25425,1524,42.5,1.2,21739,1613,8.9,0.8,44271,5448,48.6,1.2,36114,2195,37.7,1.2,30824,2149,10.9,0.9,55367,4795,32.2,(X),(X),(X),32.4,(X),(X),(X),28.1,(X),(X),(X)
310M100US12580,12580,"Baltimore-Towson, MD Metro Area",1026048,2757,68616,524,65.9,0.2,80723,562,27.6,0.2,46400,707,0.3,0.1,50088,11559,3.9,0.1,83600,4293,0.1,0.1,83125,38100,0.9,0.1,55723,3632,1.3,0.1,57006,5551,3.1,0.1,58133,2054,64.1,0.2,81312,558,3.3,0.1,34327,2299,34.3,0.2,74471,937,41.2,0.2,84489,1031,21.1,0.2,41878,564,669758,3444,85326,607,44.8,0.3,84744,1076,55.2,0.3,85711,720,70.9,0.4,105143,644,22.4,0.3,42164,904,6.7,0.3,55494,1689,356290,3507,41945,587,56.5,0.5,36351,631,48.1,0.5,31725,497,8.3,0.3,73851,3389,43.5,0.5,49344,1043,34.3,0.5,43429,960,9.2,0.4,78116,2306,27.3,(X),(X),(X),28.1,(X),(X),(X),24.3,(X),(X),(X)
310M100US12620,12620,"Bangor, ME Metro Area",62674,626,43382,1045,96.2,0.3,43840,1107,0.6,0.2,24777,26430,1.0,0.1,24010,6788,0.9,0.1,42450,14522,0.0,0.1,-,**,0.2,0.1,15944,2328,1.0,0.2,38636,13487,0.7,0.2,33563,15278,95.8,0.3,43884,1093,6.8,0.6,25555,1963,30.0,0.6,49958,2236,40.9,0.7,56195,2077,22.3,0.5,28424,995,39195,725,55827,1174,40.4,1.2,53931,1598,59.6,1.2,56985,1487,79.0,1.1,63271,1502,14.7,0.9,23060,2502,6.4,0.8,36175,4787,23479,759,25881,982,53.8,1.7,23051,1350,40.8,1.9,18537,1382,13.0,1.5,39205,4970,46.2,1.7,28975,2666,31.3,1.7,23939,3000,14.9,1.5,41790,4822,23.0,(X),(X),(X),21.8,(X),(X),(X),24.1,(X),(X),(X)
310M100US12700,12700,"Barnstable Town, MA Metro Area",95520,1216,60424,1478,95.3,0.4,61347,1608,1.4,0.2,42188,11234,0.5,0.2,25294,31704,0.7,0.1,58393,28092,0.0,0.1,-,**,0.8,0.2,61174,14975,1.3,0.3,51016,11489,1.4,0.2,63633,9245,94.3,0.4,61296,1620,1.7,0.3,39375,7146,20.1,0.6,64305,2564,42.2,0.7,75030,3008,36.1,0.6,45039,1473,59744,1088,77318,1695,33.1,1.0,76157,3219,66.9,1.0,77921,2169,80.3,1.0,86622,1736,14.9,0.8,39136,3041,4.8,0.6,58662,4581,35776,1214,35848,1745,60.3,1.4,32694,1727,53.6,1.6,29419,1961,6.7,1.0,75167,16178,39.7,1.4,41130,1974,32.0,1.4,35420,3260,7.6,1.0,77703,11413,26.4,(X),(X),(X),27.6,(X),(X),(X),23.8,(X),(X),(X)
310M100US12940,12940,"Baton Rouge, LA Metro Area",293820,1820,51383,794,64.0,0.3,62518,1070,32.6,0.3,34053,952,0.3,0.1,65500,12519,1.6,0.1,58447,5720,0.0,0.1,123258,77935,0.5,0.1,41023,8128,1.0,0.1,43727,6358,2.6,0.1,46826,4058,62.1,0.3,63127,1068,6.4,0.3,20759,1440,35.8,0.4,58018,1833,38.9,0.3,62839,1193,18.9,0.3,35242,1031,196165,1869,65151,1271,45.5,0.6,61883,1683,54.5,0.6,67671,1422,68.2,0.7,83308,1121,24.1,0.7,29719,1457,7.6,0.4,45011,3100,97655,1828,28362,1031,52.3,1.1,24023,1131,44.6,1.1,21915,1016,7.7,0.6,39440,2949,47.7,1.1,35353,1611,37.1,1.2,32728,1670,10.6,0.6,49962,4804,35.2,(X),(X),(X),35.6,(X),(X),(X),32.7,(X),(X),(X)
310M100US12980,12980,"Battle Creek, MI Metro Area",53290,676,42164,1077,85.5,0.6,44287,1247,11.0,0.5,26366,3050,0.5,0.1,34050,11584,1.2,0.2,61500,12260,0.0,0.1,-,**,0.4,0.1,39348,10143,1.3,0.3,24844,6641,2.8,0.2,38098,6715,83.5,0.6,44426,1235,4.4,0.5,25267,4423,31.6,0.8,44862,2200,39.9,0.8,52459,2314,24.1,0.6,31876,1413,34732,669,53339,1913,42.7,1.2,46905,3404,57.3,1.2,56555,1798,71.2,1.5,65904,1744,20.7,1.3,28046,2495,8.1,0.9,32062,3217,18558,769,25011,1175,53.9,2.0,21605,833,47.9,2.0,20540,909,5.9,0.9,40049,7263,46.1,2.0,29653,1771,38.3,2.0,27666,2047,7.8,1.3,41818,8016,23.1,(X),(X),(X),22.4,(X),(X),(X),22.9,(X),(X),(X)
310M100US13020,13020,"Bay City, MI Metro Area",43918,501,46068,1177,95.6,0.4,46877,1183,1.4,0.2,26237,5578,0.3,0.1,42625,8692,0.4,0.1,81094,57109,0.1,0.1,6713,15389,0.7,0.2,26375,10276,1.6,0.3,31219,7249,3.1,0.4,31310,9055,93.7,0.5,47210,1190,4.1,0.5,21362,7773,28.4,0.8,52144,1871,41.2,0.8,54647,1468,26.3,0.7,33786,1346,29159,593,55828,1688,40.5,1.1,54436,2589,59.5,1.1,56720,1957,77.6,1.3,64747,1838,16.6,1.2,26345,2010,5.8,0.7,40331,6645,14759,567,25837,970,52.7,2.0,23281,1519,46.0,2.1,21111,1216,6.7,1.2,46869,2110,47.3,2.0,29568,3240,36.7,2.0,26305,1533,10.6,1.6,45393,6606,28.6,(X),(X),(X),27.5,(X),(X),(X),29.7,(X),(X),(X)
310M100US13140,13140,"Beaumont-Port Arthur, TX Metro Area",144327,1170,45955,951,69.6,0.5,53523,1147,23.9,0.4,30304,1211,0.5,0.1,32222,11513,2.1,0.1,53794,3966,0.0,0.1,27500,43874,2.9,0.3,37057,4399,1.0,0.1,41175,6715,8.8,0.3,39191,2288,64.0,0.5,54968,1352,4.7,0.3,26546,2634,32.4,0.5,50909,1760,39.7,0.5,57978,1791,23.2,0.4,31461,1260,97943,1361,57108,1166,44.0,0.8,51694,1738,56.0,0.8,61234,1702,69.1,1.0,71825,1687,23.1,0.9,26846,1357,7.8,0.7,44642,4059,46384,1154,26679,1110,51.7,1.6,20267,1024,46.4,1.5,18916,812,5.2,0.8,45654,7507,48.3,1.6,35000,2481,41.0,1.6,31428,1391,7.3,1.0,65372,8159,40.4,(X),(X),(X),41.3,(X),(X),(X),36.5,(X),(X),(X)
310M100US13380,13380,"Bellingham, WA Metro Area",79244,945,51639,1554,90.5,0.5,52743,1421,0.8,0.1,36458,15702,2.1,0.2,40369,8303,3.0,0.4,41467,7555,0.1,0.1,101953,64025,1.1,0.3,40643,13812,2.4,0.4,50129,11061,5.0,0.4,41667,6436,87.1,0.6,53035,1416,8.8,0.6,20911,3683,31.2,0.7,58796,3497,38.6,0.7,62821,2443,21.4,0.5,38096,1746,48611,834,66152,1949,43.3,1.2,63897,2518,56.7,1.2,68104,2358,79.8,1.4,74898,1895,15.3,1.3,28556,3238,4.9,0.6,39236,3549,30633,952,30249,1268,52.1,1.5,26541,1242,40.1,1.7,24962,1884,12.0,1.4,36638,5800,47.9,1.5,34632,1964,33.1,2.0,31573,1420,14.8,1.9,46401,7476,20.9,(X),(X),(X),20.5,(X),(X),(X),20.9,(X),(X),(X)
310M100US13460,13460,"Bend, OR Metro Area",64459,1004,51468,1909,95.3,0.5,51708,1812,0.3,0.1,62019,29475,0.6,0.2,45656,28941,0.9,0.2,65926,31123,0.2,0.1,38341,8364,1.2,0.3,43901,6245,1.5,0.4,44783,22113,4.7,0.4,40833,7093,92.0,0.5,52483,1568,4.0,0.6,32817,3927,32.2,0.8,56142,2608,40.1,0.8,60592,2207,23.7,0.6,38695,2582,43686,1108,61729,1452,41.7,1.3,58633,3783,58.3,1.3,63249,2119,81.1,1.3,67278,1922,12.4,1.1,29393,4369,6.5,0.9,36771,7236,20773,977,31419,1331,52.6,2.5,27212,1702,43.3,2.5,23997,2141,9.4,1.6,56130,5030,47.4,2.5,37393,3619,32.6,2.2,30562,2294,14.8,1.8,58964,5474,24.8,(X),(X),(X),25.7,(X),(X),(X),21.9,(X),(X),(X)
310M100US13740,13740,"Billings, MT Metro Area",64922,487,50415,1159,93.4,0.5,51742,1231,0.6,0.2,40246,33333,3.1,0.4,31128,10077,0.5,0.1,43382,10127,0.0,0.1,105234,86124,1.2,0.3,29066,3657,1.1,0.3,41466,4328,3.3,0.4,33385,6627,91.4,0.5,51784,1209,5.3,0.5,32725,4337,32.6,0.7,53893,2554,38.9,0.7,62621,2146,23.2,0.5,35188,1901,41068,838,64207,2038,43.6,1.3,61147,3365,56.4,1.3,65964,1801,77.0,1.2,72948,1885,16.3,1.1,30916,1521,6.8,0.7,49450,8556,23854,854,30652,1144,50.6,1.7,26003,1691,43.2,1.9,22979,1469,7.4,1.3,55217,9338,49.4,1.7,35660,2304,36.9,1.6,30481,1952,12.5,1.7,53108,3496,26.4,(X),(X),(X),26.3,(X),(X),(X),25.3,(X),(X),(X)
310M100US13780,13780,"Binghamton, NY Metro Area",100543,793,48114,870,93.3,0.3,49403,898,3.1,0.2,26193,5293,0.3,0.1,58507,36514,2.0,0.3,40000,8168,0.0,0.1,-,**,0.4,0.1,21420,8844,0.9,0.2,28125,10957,1.9,0.2,30027,5823,92.0,0.4,49675,850,4.6,0.5,20508,3524,28.2,0.5,50367,1346,41.3,0.5,62013,1490,25.8,0.4,33851,986,63061,865,61171,1211,41.0,0.9,55520,2543,59.0,0.9,63657,1324,74.6,0.8,70468,1444,17.9,0.8,29217,2229,7.5,0.6,42819,5318,37482,956,26750,1079,55.1,1.4,23620,1188,46.3,1.5,21481,646,8.8,0.9,46455,6228,44.9,1.4,31454,1233,36.1,1.3,28641,2565,8.8,0.9,45803,4229,27.5,(X),(X),(X),27.9,(X),(X),(X),25.1,(X),(X),(X)
310M100US13820,13820,"Birmingham-Hoover, AL Metro Area",434584,2123,48420,590,69.0,0.3,56370,800,27.8,0.2,32528,697,0.3,0.1,44891,18980,1.1,0.1,54701,9296,0.0,0.1,99821,108277,1.1,0.1,35767,3825,0.7,0.1,40766,4293,2.6,0.1,38702,3189,67.5,0.3,56813,819,3.9,0.2,24250,1901,34.6,0.3,53945,900,39.7,0.3,57328,1135,21.8,0.2,33072,676,293929,2386,60847,777,43.6,0.5,59565,1505,56.4,0.5,61606,867,71.7,0.6,75803,960,22.5,0.5,28768,929,5.8,0.3,42836,2008,140655,2223,28654,848,55.7,0.8,24175,774,50.1,0.8,22291,506,5.6,0.4,44077,3455,44.3,0.8,33921,1210,37.1,0.7,31687,684,7.2,0.5,51947,2560,26.8,(X),(X),(X),27.3,(X),(X),(X),24.7,(X),(X),(X)
310M100US13900,13900,"Bismarck, ND Metro Area",45079,441,58858,2056,95.6,0.4,60398,1863,0.6,0.2,35096,20936,2.5,0.4,28584,4640,0.3,0.1,82656,45971,0.1,0.1,-,**,0.1,0.1,42917,163924,0.8,0.3,33500,15534,0.5,0.2,34861,14170,95.2,0.4,60558,1844,7.0,0.8,40103,3676,33.4,0.8,67267,2870,38.4,0.8,72803,3215,21.2,0.5,35702,2773,29479,551,74209,2299,44.3,1.2,73897,4246,55.7,1.2,74404,2663,80.8,1.5,84504,2095,13.0,1.2,29973,4226,6.2,1.0,46348,6944,15600,559,32575,1565,53.2,2.3,29395,2058,43.7,2.0,25650,1920,9.5,1.5,58591,9831,46.8,2.3,37809,1790,38.4,2.4,32948,3104,8.4,1.4,57410,8324,25.5,(X),(X),(X),23.9,(X),(X),(X),27.0,(X),(X),(X)
310M100US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",62363,919,43131,960,91.2,0.5,44030,1045,3.8,0.4,27837,10980,0.2,0.1,47717,53323,2.9,0.3,31540,9113,0.0,0.1,-,**,0.5,0.2,24511,12039,1.3,0.3,35110,16395,1.7,0.2,35724,11722,89.9,0.6,44071,1024,14.2,0.9,15555,2449,30.3,0.8,50447,2327,34.3,0.7,56658,2389,21.2,0.6,35178,1848,36628,750,58299,2077,38.4,1.3,58393,3678,61.6,1.3,58238,2432,77.9,1.5,68589,1838,16.9,1.3,27344,4534,5.1,0.8,37898,7073,25735,941,22408,1260,51.8,1.8,21215,1420,37.8,2.0,20021,1654,14.0,1.5,25011,2646,48.2,1.8,24298,2167,30.7,1.7,24890,3386,17.6,1.6,23262,3570,26.7,(X),(X),(X),25.5,(X),(X),(X),27.6,(X),(X),(X)
310M100US14020,14020,"Bloomington, IN Metro Area",75447,726,40240,777,92.5,0.5,41653,826,2.1,0.3,26580,4151,0.3,0.1,21250,14856,3.3,0.3,16436,3511,0.0,0.1,-,**,0.5,0.2,30491,26900,1.2,0.3,30160,9832,1.5,0.2,22917,12778,91.5,0.5,41812,839,13.6,0.8,11243,1230,32.7,0.7,46512,2323,34.3,0.6,55136,2013,19.4,0.4,34466,1630,42655,856,57315,1432,41.1,1.1,53890,2371,58.9,1.1,59375,2015,77.1,1.3,66277,1613,16.5,1.1,27018,2247,6.4,0.8,35417,6409,32792,884,22221,726,49.7,1.5,21612,860,38.2,1.5,21304,983,11.5,1.1,23103,3137,50.3,1.5,23229,1934,35.0,1.6,22228,1353,15.3,1.2,26272,2461,26.0,(X),(X),(X),25.2,(X),(X),(X),26.1,(X),(X),(X)
310M100US14060,14060,"Bloomington-Normal, IL Metro Area",63709,630,61049,1434,87.7,0.5,62841,1278,6.6,0.4,30948,2806,0.1,0.1,41250,25665,3.5,0.3,80382,5478,0.0,0.1,-,**,0.9,0.3,45098,14469,1.2,0.3,43716,7976,3.3,0.3,45031,6845,85.5,0.6,63230,1248,9.7,0.7,20151,3039,36.3,0.6,67747,2666,36.4,0.8,80595,4215,17.6,0.5,42716,2073,39137,707,82083,2071,46.4,1.2,82535,3226,53.6,1.2,81738,2909,79.7,1.3,93817,1957,14.8,1.1,35973,3814,5.5,0.8,47561,8151,24572,765,31506,1238,53.1,1.7,25953,1231,40.7,1.9,25609,1640,12.4,1.3,26954,4527,46.9,1.7,39189,4385,33.7,1.5,34519,3118,13.2,1.3,51250,4542,23.5,(X),(X),(X),22.4,(X),(X),(X),24.5,(X),(X),(X)
310M100US14260,14260,"Boise City-Nampa, ID Metro Area",226211,1207,50619,754,93.9,0.3,51262,748,0.6,0.1,34665,2928,0.6,0.1,32896,7178,1.7,0.1,51327,6626,0.2,0.1,72989,60824,1.3,0.2,37734,4461,1.6,0.2,37654,3863,8.4,0.3,34309,2266,87.2,0.3,52783,689,5.8,0.3,28705,2056,37.8,0.4,53793,1420,37.4,0.4,60611,1145,19.0,0.3,36356,1021,157829,1697,59219,972,49.4,0.7,56682,1588,50.6,0.7,61229,1219,78.8,0.8,67280,1001,14.4,0.6,28140,1161,6.8,0.5,41185,1831,68382,1422,30270,713,53.2,1.3,27155,963,43.7,1.3,24552,1051,9.5,0.8,44835,4211,46.8,1.3,33892,1154,34.5,1.2,29415,1971,12.3,1.0,48727,4211,23.7,(X),(X),(X),22.8,(X),(X),(X),23.9,(X),(X),(X)
310M100US14460,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",1751169,3989,72769,390,82.5,0.1,77681,469,6.8,0.1,43188,1058,0.2,0.1,40696,5281,5.5,0.1,76599,1808,0.0,0.1,36071,17540,3.3,0.1,36528,1602,1.7,0.1,53827,3416,7.1,0.1,39365,1245,79.5,0.1,79122,458,3.4,0.1,31808,1056,34.5,0.1,82298,680,40.7,0.1,89031,758,21.4,0.1,40177,523,1107092,4668,91770,551,45.9,0.2,94945,859,54.1,0.2,89537,696,75.6,0.3,108377,609,18.4,0.3,41473,610,6.0,0.2,58267,1787,644077,3869,43228,449,56.1,0.3,37376,488,45.6,0.3,30621,444,10.5,0.3,80705,1736,43.9,0.3,50864,724,32.3,0.3,41692,790,11.6,0.3,83787,1673,30.2,(X),(X),(X),30.8,(X),(X),(X),27.9,(X),(X),(X)
310M100US14500,14500,"Boulder, CO Metro Area",120061,717,67403,1382,90.4,0.5,69713,1642,0.8,0.1,48333,20241,0.3,0.1,42589,22364,3.7,0.2,68581,5459,0.0,0.1,103250,50605,3.0,0.3,30287,4123,1.7,0.2,58494,10297,9.5,0.4,37490,2983,84.2,0.4,71790,1432,9.9,0.5,21857,1935,35.2,0.5,72166,1787,39.0,0.4,89956,2669,15.9,0.3,49242,2415,70680,979,92788,1719,46.9,0.9,94670,2638,53.1,0.9,91258,2262,80.6,1.0,105588,1617,13.3,0.9,42931,3447,6.1,0.6,46546,7809,49381,983,39121,1434,51.6,1.2,35428,1414,36.4,1.1,31584,1339,15.2,1.1,50368,4298,48.4,1.2,42414,1903,32.6,1.1,39798,2183,15.8,1.0,51650,4385,20.8,(X),(X),(X),20.3,(X),(X),(X),20.5,(X),(X),(X)
310M100US14540,14540,"Bowling Green, KY Metro Area",48620,550,42695,1575,87.5,0.8,44530,1600,7.8,0.6,30062,2412,0.3,0.1,62019,29410,1.7,0.3,37425,25071,0.1,0.1,18807,42438,1.4,0.4,30107,18109,1.3,0.4,26680,7807,2.9,0.3,35550,8381,86.2,0.8,44853,1776,9.5,0.8,19278,4410,34.9,0.9,47497,3524,36.2,0.9,53950,3914,19.4,0.6,32260,2497,30720,640,58426,2827,45.1,1.4,58725,4818,54.9,1.4,58236,3320,74.7,2.0,69882,2234,19.3,1.7,24502,3765,6.0,1.0,32700,3743,17900,690,23244,1696,54.1,2.2,20057,1768,44.9,2.4,17720,1539,9.2,1.5,33558,3520,45.9,2.2,27475,2504,34.8,2.1,23711,2321,11.1,1.7,41766,4282,22.4,(X),(X),(X),21.5,(X),(X),(X),23.2,(X),(X),(X)
310M100US14740,14740,"Bremerton-Silverdale, WA Metro Area",97668,865,61776,1153,88.0,0.6,63347,1079,2.3,0.3,43328,6499,1.1,0.2,48894,11230,3.8,0.3,62139,6113,0.6,0.1,49041,4561,1.0,0.2,47772,9339,3.1,0.4,51585,4175,4.3,0.3,49131,4423,85.4,0.6,63622,1084,5.0,0.5,38436,4142,31.4,0.5,61189,2396,42.3,0.6,77225,2894,21.2,0.5,46854,1642,66107,1084,73731,1657,43.5,0.9,69674,2367,56.5,0.9,77014,2749,78.9,1.1,84646,1987,14.4,0.9,34715,3611,6.8,0.7,49768,4773,31561,944,36759,1744,51.2,1.5,30625,1514,42.8,1.9,28521,1288,8.4,1.2,48250,6634,48.8,1.5,44386,2556,36.6,1.7,40061,3424,12.2,1.0,59572,4459,19.4,(X),(X),(X),19.1,(X),(X),(X),18.0,(X),(X),(X)
310M100US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",332968,1376,82614,1105,79.6,0.3,92023,1194,10.3,0.2,43827,2376,0.2,0.1,44779,21848,4.0,0.1,105782,3548,0.1,0.1,86129,33098,4.8,0.3,40315,2680,1.0,0.1,57412,4784,13.4,0.3,48258,1894,71.5,0.3,99028,1398,1.9,0.1,32500,5272,32.7,0.3,86216,1723,42.7,0.3,103223,2013,22.7,0.2,51954,1144,230396,1526,104952,1378,48.7,0.5,108758,2272,51.3,0.5,100746,2278,77.5,0.6,123898,2060,17.0,0.6,44121,2093,5.6,0.3,62964,4162,102572,1575,44051,1264,55.8,0.9,38395,1411,49.2,0.9,33320,1682,6.6,0.6,80742,5557,44.2,0.9,52148,1919,35.3,0.9,44457,2086,8.9,0.6,82440,6194,29.8,(X),(X),(X),30.4,(X),(X),(X),26.7,(X),(X),(X)
310M100US15180,15180,"Brownsville-Harlingen, TX Metro Area",116839,940,32558,730,90.4,0.5,32412,754,0.6,0.1,40321,16305,0.2,0.1,39464,27138,0.8,0.1,72600,21013,0.0,0.1,-,**,6.9,0.5,29794,3529,1.1,0.2,33033,7499,81.5,0.4,30049,865,16.8,0.4,46401,2843,3.3,0.4,20342,2679,37.2,0.6,33569,1399,37.5,0.7,37992,1133,22.0,0.5,23788,1319,93501,1215,35528,1063,52.2,0.9,31978,1343,47.8,0.9,39807,1077,67.4,1.2,43949,1365,25.9,1.0,20687,912,6.7,0.6,30527,2255,23338,906,18290,1263,55.2,2.1,14295,1005,49.1,2.2,12723,997,6.1,1.1,49506,12148,44.8,2.1,24389,1766,37.0,2.0,21461,2368,7.8,1.5,39308,10975,29.0,(X),(X),(X),29.4,(X),(X),(X),24.0,(X),(X),(X)
310M100US15260,15260,"Brunswick, GA Metro Area",42774,966,45979,2610,75.8,0.7,52709,2815,21.3,0.7,27195,3287,0.2,0.2,22574,13650,0.7,0.2,49886,43047,0.0,0.1,-,**,1.2,0.4,27386,21663,0.7,0.2,30542,2977,2.9,0.4,47962,18504,74.5,0.8,52494,2762,3.2,0.7,32044,8702,29.3,0.9,49540,4461,40.8,1.1,53337,5161,26.8,0.8,37191,3003,29771,961,56475,3321,39.9,1.6,49362,5066,60.1,1.6,61247,3521,70.5,2.1,69592,4323,22.7,1.5,25158,3234,6.8,1.3,30250,10785,13003,882,28149,2067,55.4,2.3,24254,2073,49.0,2.9,22544,2302,6.5,1.7,51743,25561,44.6,2.3,32424,2996,37.2,2.5,30158,2954,7.4,2.1,50237,12946,38.5,(X),(X),(X),39.9,(X),(X),(X),32.4,(X),(X),(X)
